pais;industria;valor_importado
NOR;Tanks reservoirs and containers of metal;188.692626953125
NPL;Tanks reservoirs and containers of metal;4.997463703155518
NRU;Tanks reservoirs and containers of metal;0.1640630066394806
NZL;Tanks reservoirs and containers of metal;35.954864501953125
OMN;Tanks reservoirs and containers of metal;20.373136520385742
PAK;Tanks reservoirs and containers of metal;16.480113983154297
PAN;Tanks reservoirs and containers of metal;9.754241943359375
PCN;Tanks reservoirs and containers of metal;0.0
PER;Tanks reservoirs and containers of metal;39.00878143310547
PHL;Tanks reservoirs and containers of metal;63.078372955322266
PLW;Tanks reservoirs and containers of metal;0.05144200101494789
PNG;Tanks reservoirs and containers of metal;7.3094987869262695
POL;Tanks reservoirs and containers of metal;605.0228271484375
PRK;Tanks reservoirs and containers of metal;0.0
PRT;Tanks reservoirs and containers of metal;74.89253997802734
PRY;Tanks reservoirs and containers of metal;4.68155574798584
PSE;Tanks reservoirs and containers of metal;2.049438953399658
PYF;Tanks reservoirs and containers of metal;2.0712859630584717
QAT;Tanks reservoirs and containers of metal;28.46104621887207
ROU;Tanks reservoirs and containers of metal;402.5675048828125
RUS;Tanks reservoirs and containers of metal;488.9454040527344
RWA;Tanks reservoirs and containers of metal;4.627078056335449
SAU;Tanks reservoirs and containers of metal;135.7361602783203
SDN;Tanks reservoirs and containers of metal;12.573562622070312
SEN;Tanks reservoirs and containers of metal;18.05156135559082
SGP;Tanks reservoirs and containers of metal;91.16293334960938
SGS;Tanks reservoirs and containers of metal;0.0
SHN;Tanks reservoirs and containers of metal;0.09356699883937836
SLB;Tanks reservoirs and containers of metal;0.26976799964904785
SLE;Tanks reservoirs and containers of metal;0.9308940172195435
SLV;Tanks reservoirs and containers of metal;9.00780200958252
SMR;Tanks reservoirs and containers of metal;0.021637000143527985
SOM;Tanks reservoirs and containers of metal;8.783651351928711
SPM;Tanks reservoirs and containers of metal;0.05292099714279175
SRB;Tanks reservoirs and containers of metal;56.838462829589844
SSD;Tanks reservoirs and containers of metal;2.0530080795288086
STP;Tanks reservoirs and containers of metal;0.3184939920902252
SUR;Tanks reservoirs and containers of metal;6.358521938323975
SVK;Tanks reservoirs and containers of metal;259.09637451171875
SVN;Tanks reservoirs and containers of metal;66.17556762695312
SWE;Tanks reservoirs and containers of metal;173.83181762695312
SWZ;Tanks reservoirs and containers of metal;1.5142649412155151
SXM;Tanks reservoirs and containers of metal;0.12018400430679321
SYC;Tanks reservoirs and containers of metal;0.6280049681663513
SYR;Tanks reservoirs and containers of metal;1.385970950126648
TCA;Tanks reservoirs and containers of metal;1.2638239860534668
TCD;Tanks reservoirs and containers of metal;3.265655279159546
TGO;Tanks reservoirs and containers of metal;5.836437702178955
THA;Tanks reservoirs and containers of metal;146.70394897460938
TJK;Tanks reservoirs and containers of metal;3.956956386566162
TKL;Tanks reservoirs and containers of metal;0.006897000130265951
TKM;Tanks reservoirs and containers of metal;16.25179672241211
TLS;Tanks reservoirs and containers of metal;2.0809431076049805
TON;Tanks reservoirs and containers of metal;0.0765099972486496
TTO;Tanks reservoirs and containers of metal;8.066634178161621
TUN;Tanks reservoirs and containers of metal;25.13873863220215
TUR;Tanks reservoirs and containers of metal;295.17803955078125
TUV;Tanks reservoirs and containers of metal;0.21165700256824493
TWN;Tanks reservoirs and containers of metal;91.82339477539062
TZA;Tanks reservoirs and containers of metal;30.881175994873047
UGA;Tanks reservoirs and containers of metal;18.122926712036133
UKR;Tanks reservoirs and containers of metal;99.8486328125
UMI;Tanks reservoirs and containers of metal;0.0
URY;Tanks reservoirs and containers of metal;10.838618278503418
USA;Tanks reservoirs and containers of metal;1897.4334716796875
UZB;Tanks reservoirs and containers of metal;77.90792846679688
VAT;Tanks reservoirs and containers of metal;0.0
VCT;Tanks reservoirs and containers of metal;0.3133869767189026
VEN;Tanks reservoirs and containers of metal;3.1392199993133545
VGB;Tanks reservoirs and containers of metal;0.3879510164260864
VNM;Tanks reservoirs and containers of metal;78.93421173095703
VUT;Tanks reservoirs and containers of metal;0.5650320053100586
WLF;Tanks reservoirs and containers of metal;0.03698800131678581
WSM;Tanks reservoirs and containers of metal;0.3709540069103241
YEM;Tanks reservoirs and containers of metal;18.192337036132812
ZAF;Tanks reservoirs and containers of metal;53.219329833984375
ZMB;Tanks reservoirs and containers of metal;13.265474319458008
ZWE;Tanks reservoirs and containers of metal;21.400272369384766
ABW;Tanning and dressing of leather;0.017148999497294426
AFG;Tanning and dressing of leather;0.02662299945950508
AGO;Tanning and dressing of leather;0.9610199928283691
AIA;Tanning and dressing of leather;0.0
ALB;Tanning and dressing of leather;17.56572723388672
AND;Tanning and dressing of leather;0.020746000111103058
ARE;Tanning and dressing of leather;24.540321350097656
ARG;Tanning and dressing of leather;25.54568862915039
ARM;Tanning and dressing of leather;3.5477468967437744
ASM;Tanning and dressing of leather;7.999999979801942e-06
ATA;Tanning and dressing of leather;0.0
ATF;Tanning and dressing of leather;0.0
ATG;Tanning and dressing of leather;0.013366999104619026
AUS;Tanning and dressing of leather;45.3338623046875
AUT;Tanning and dressing of leather;115.75955963134766
AZE;Tanning and dressing of leather;0.48927101492881775
BDI;Tanning and dressing of leather;0.027813000604510307
BEL;Tanning and dressing of leather;32.80885314941406
BEN;Tanning and dressing of leather;0.09336599707603455
BES;Tanning and dressing of leather;0.0007179999956861138
BFA;Tanning and dressing of leather;0.0004610000178217888
BGD;Tanning and dressing of leather;191.7431640625
BGR;Tanning and dressing of leather;50.25875473022461
BHR;Tanning and dressing of leather;0.39218899607658386
BHS;Tanning and dressing of leather;0.032405998557806015
BIH;Tanning and dressing of leather;132.9628143310547
BLM;Tanning and dressing of leather;0.0008640000014565885
BLR;Tanning and dressing of leather;8.630335807800293
BLZ;Tanning and dressing of leather;0.016249999403953552
BMU;Tanning and dressing of leather;0.005288000218570232
BOL;Tanning and dressing of leather;0.14838699996471405
BRA;Tanning and dressing of leather;39.54460906982422
BRB;Tanning and dressing of leather;0.06898200511932373
BRN;Tanning and dressing of leather;0.010475000366568565
BTN;Tanning and dressing of leather;0.002788000041618943
BVT;Tanning and dressing of leather;0.0
BWA;Tanning and dressing of leather;0.04254499822854996
CAF;Tanning and dressing of leather;0.0
CAN;Tanning and dressing of leather;66.18696594238281
CCK;Tanning and dressing of leather;0.0
CHE;Tanning and dressing of leather;45.687171936035156
CHL;Tanning and dressing of leather;8.198376655578613
CHN;Tanning and dressing of leather;1886.277099609375
CIV;Tanning and dressing of leather;0.07309100031852722
CMR;Tanning and dressing of leather;0.4610629677772522
COD;Tanning and dressing of leather;3.1252572536468506
COG;Tanning and dressing of leather;0.0036039999686181545
COK;Tanning and dressing of leather;0.00012399999832268804
COL;Tanning and dressing of leather;5.8323187828063965
COM;Tanning and dressing of leather;4.999999873689376e-05
CPV;Tanning and dressing of leather;0.0007309999782592058
CRI;Tanning and dressing of leather;5.712779521942139
CUB;Tanning and dressing of leather;0.12889499962329865
CUW;Tanning and dressing of leather;1.9999999949504854e-06
CXR;Tanning and dressing of leather;0.0
CYM;Tanning and dressing of leather;0.008349999785423279
CYP;Tanning and dressing of leather;0.11206799745559692
CZE;Tanning and dressing of leather;88.20340728759766
DEU;Tanning and dressing of leather;380.1509094238281
DJI;Tanning and dressing of leather;0.47316500544548035
DMA;Tanning and dressing of leather;0.23586499691009521
DNK;Tanning and dressing of leather;39.31025695800781
DOM;Tanning and dressing of leather;57.555538177490234
DZA;Tanning and dressing of leather;0.7760050296783447
ECU;Tanning and dressing of leather;6.385279655456543
EGY;Tanning and dressing of leather;1.777535080909729
ERI;Tanning and dressing of leather;0.0
ESH;Tanning and dressing of leather;0.0
ESP;Tanning and dressing of leather;432.4976806640625
EST;Tanning and dressing of leather;7.22601318359375
ETH;Tanning and dressing of leather;0.5551450252532959
FIN;Tanning and dressing of leather;16.975221633911133
FJI;Tanning and dressing of leather;0.5931239724159241
FLK;Tanning and dressing of leather;0.0
FRA;Tanning and dressing of leather;540.8130493164062
FRE;Tanning and dressing of leather;0.10210499912500381
FRO;Tanning and dressing of leather;0.002988999942317605
FSM;Tanning and dressing of leather;0.0
GAB;Tanning and dressing of leather;0.001986999996006489
GBR;Tanning and dressing of leather;189.2412109375
GEO;Tanning and dressing of leather;1.6184310913085938
GHA;Tanning and dressing of leather;0.3988320231437683
GIB;Tanning and dressing of leather;0.03724200278520584
GIN;Tanning and dressing of leather;0.00114100007340312
GMB;Tanning and dressing of leather;9.100000170292333e-05
GNB;Tanning and dressing of leather;0.0
GNQ;Tanning and dressing of leather;0.0
GRC;Tanning and dressing of leather;13.357044219970703
GRD;Tanning and dressing of leather;0.0037539999466389418
GRL;Tanning and dressing of leather;0.019329000264406204
GTM;Tanning and dressing of leather;24.09386444091797
GUM;Tanning and dressing of leather;0.0
GUY;Tanning and dressing of leather;0.11899498850107193
HKG;Tanning and dressing of leather;465.45953369140625
HMD;Tanning and dressing of leather;0.0013780000153928995
HND;Tanning and dressing of leather;2.8247642517089844
HRV;Tanning and dressing of leather;154.1907958984375
HTI;Tanning and dressing of leather;0.29125499725341797
HUN;Tanning and dressing of leather;182.55618286132812
IDN;Tanning and dressing of leather;532.6358032226562
IND;Tanning and dressing of leather;479.273193359375
IOT;Tanning and dressing of leather;0.0
IRL;Tanning and dressing of leather;3.857883930206299
IRN;Tanning and dressing of leather;1.144002914428711
IRQ;Tanning and dressing of leather;1.059330940246582
ISL;Tanning and dressing of leather;0.4215049743652344
ISR;Tanning and dressing of leather;11.519754409790039
ITA;Tanning and dressing of leather;1595.1170654296875
JAM;Tanning and dressing of leather;0.6805280447006226
JOR;Tanning and dressing of leather;1.9040440320968628
JPN;Tanning and dressing of leather;97.517333984375
KAZ;Tanning and dressing of leather;1.679131031036377
KEN;Tanning and dressing of leather;0.3190680146217346
KGZ;Tanning and dressing of leather;1.6574029922485352
KHM;Tanning and dressing of leather;345.8851318359375
KIR;Tanning and dressing of leather;0.0
KNA;Tanning and dressing of leather;0.007170000113546848
KOR;Tanning and dressing of leather;240.4205322265625
KWT;Tanning and dressing of leather;0.413066029548645
LAO;Tanning and dressing of leather;30.326087951660156
LBN;Tanning and dressing of leather;1.4303150177001953
LBR;Tanning and dressing of leather;0.005994000006467104
LBY;Tanning and dressing of leather;0.0009120000759139657
LCA;Tanning and dressing of leather;0.008922000415623188
LIE;Tanning and dressing of leather;0.0
LKA;Tanning and dressing of leather;13.933137893676758
LSO;Tanning and dressing of leather;7.960207939147949
LTU;Tanning and dressing of leather;24.007421493530273
LUX;Tanning and dressing of leather;0.13554300367832184
LVA;Tanning and dressing of leather;2.330599069595337
MAC;Tanning and dressing of leather;3.020103931427002
MAR;Tanning and dressing of leather;91.62921142578125
MDA;Tanning and dressing of leather;32.33353042602539
MDG;Tanning and dressing of leather;7.782928943634033
MDV;Tanning and dressing of leather;0.06784799695014954
MEX;Tanning and dressing of leather;401.802490234375
MHL;Tanning and dressing of leather;0.0
MKD;Tanning and dressing of leather;13.652308464050293
MLI;Tanning and dressing of leather;0.0
MLT;Tanning and dressing of leather;0.09086599946022034
MMR;Tanning and dressing of leather;11.590018272399902
MNE;Tanning and dressing of leather;0.06873900443315506
MNG;Tanning and dressing of leather;1.1708979606628418
MNP;Tanning and dressing of leather;0.0
MOZ;Tanning and dressing of leather;0.11907799541950226
MRT;Tanning and dressing of leather;0.11942799389362335
MSR;Tanning and dressing of leather;0.0011780000058934093
MUS;Tanning and dressing of leather;6.6791486740112305
MWI;Tanning and dressing of leather;0.008669000118970871
MYS;Tanning and dressing of leather;60.49947738647461
NAM;Tanning and dressing of leather;1.6331580877304077
NCL;Tanning and dressing of leather;0.00853000022470951
NER;Tanning and dressing of leather;0.0013549999566748738
NFK;Tanning and dressing of leather;0.29163798689842224
NGA;Tanning and dressing of leather;9.067741394042969
NIC;Tanning and dressing of leather;3.0785439014434814
NIU;Tanning and dressing of leather;0.0
NLD;Tanning and dressing of leather;61.191566467285156
NOR;Tanning and dressing of leather;26.59589195251465
